drug_name,category,manufacturer,region,year,month,units_sold,price_per_unit,revenue,lifecycle,date
Amlodipine,Cardiovascular,Pfizer,Asia Pacific,2023,12,3202,10.49,33588.98,Maturity,2023-12-01
Amlodipine,Cardiovascular,Pfizer,Asia Pacific,2024,1,2739,11.23,30758.97,Maturity,2024-01-01
Amlodipine,Cardiovascular,Pfizer,Asia Pacific,2024,2,3114,11.23,34970.22,Maturity,2024-02-01
Amlodipine,Cardiovascular,Pfizer,Asia Pacific,2024,3,3255,11.23,36553.65,Maturity,2024-03-01
Amlodipine,Cardiovascular,Pfizer,Asia Pacific,2024,4,3326,11.23,37350.98,Maturity,2024-04-01
Amlodipine,Cardiovascular,Pfizer,Asia Pacific,2024,5,3532,11.23,39664.36,Maturity,2024-05-01
Amlodipine,Cardiovascular,Pfizer,Asia Pacific,2024,6,3556,11.23,39933.88,Maturity,2024-06-01
Amlodipine,Cardiovascular,Pfizer,Asia Pacific,2024,7,3719,11.23,41764.37,Maturity,2024-07-01
Amlodipine,Cardiovascular,Pfizer,Asia Pacific,2024,8,3124,11.23,35082.52,Maturity,2024-08-01
Amlodipine,Cardiovascular,Pfizer,Asia Pacific,2024,9,3080,11.23,34588.4,Maturity,2024-09-01
Amlodipine,Cardiovascular,Pfizer,Asia Pacific,2024,10,3312,11.23,37193.76,Maturity,2024-10-01
Amlodipine,Cardiovascular,Pfizer,Asia Pacific,2024,11,3244,11.23,36430.12,Maturity,2024-11-01
Amlodipine,Cardiovascular,Pfizer,Asia Pacific,2024,12,3295,11.23,37002.85,Maturity,2024-12-01
Amlodipine,Cardiovascular,Pfizer,Europe,2020,1,4519,11.0,49709.0,Maturity,2020-01-01
Amlodipine,Cardiovascular,Pfizer,Europe,2020,2,4365,11.0,48015.0,Maturity,2020-02-01
Amlodipine,Cardiovascular,Pfizer,Europe,2020,3,4033,11.0,44363.0,Maturity,2020-03-01
Amlodipine,Cardiovascular,Pfizer,Europe,2020,4,4226,11.0,46486.0,Maturity,2020-04-01
Amlodipine,Cardiovascular,Pfizer,Europe,2020,5,4959,11.0,54549.0,Maturity,2020-05-01
Amlodipine,Cardiovascular,Pfizer,Europe,2020,6,4895,11.0,53845.0,Maturity,2020-06-01
Amlodipine,Cardiovascular,Pfizer,Europe,2020,7,4333,11.0,47663.0,Maturity,2020-07-01
Amlodipine,Cardiovascular,Pfizer,Europe,2020,8,4882,11.0,53702.0,Maturity,2020-08-01
Amlodipine,Cardiovascular,Pfizer,Europe,2020,9,4791,11.0,52701.0,Maturity,2020-09-01
Amlodipine,Cardiovascular,Pfizer,Europe,2020,10,4294,11.0,47234.0,Maturity,2020-10-01
Amlodipine,Cardiovascular,Pfizer,Europe,2020,11,4137,11.0,45507.0,Maturity,2020-11-01
Amlodipine,Cardiovascular,Pfizer,Europe,2020,12,3711,11.0,40821.0,Maturity,2020-12-01
Amlodipine,Cardiovascular,Pfizer,Europe,2021,1,4205,10.91,45876.55,Maturity,2021-01-01
Amlodipine,Cardiovascular,Pfizer,Europe,2021,2,4695,10.91,51222.45,Maturity,2021-02-01
Amlodipine,Cardiovascular,Pfizer,Europe,2021,3,5043,10.91,55019.13,Maturity,2021-03-01
Amlodipine,Cardiovascular,Pfizer,Europe,2021,4,4389,10.91,47883.99,Maturity,2021-04-01
Amlodipine,Cardiovascular,Pfizer,Europe,2021,5,5075,10.91,55368.25,Maturity,2021-05-01
Amlodipine,Cardiovascular,Pfizer,Europe,2021,6,5344,10.91,58303.04,Maturity,2021-06-01
Amlodipine,Cardiovascular,Pfizer,Europe,2021,7,5057,10.91,55171.87,Maturity,2021-07-01
Amlodipine,Cardiovascular,Pfizer,Europe,2021,8,4722,10.91,51517.02,Maturity,2021-08-01
Amlodipine,Cardiovascular,Pfizer,Europe,2021,9,4543,10.91,49564.13,Maturity,2021-09-01
Amlodipine,Cardiovascular,Pfizer,Europe,2021,10,4011,10.91,43760.01,Maturity,2021-10-01
Amlodipine,Cardiovascular,Pfizer,Europe,2021,11,4317,10.91,47098.47,Maturity,2021-11-01
Amlodipine,Cardiovascular,Pfizer,Europe,2021,12,4656,10.91,50796.96,Maturity,2021-12-01
Amlodipine,Cardiovascular,Pfizer,Europe,2022,1,4144,11.65,48277.6,Maturity,2022-01-01
Amlodipine,Cardiovascular,Pfizer,Europe,2022,2,4319,11.65,50316.35,Maturity,2022-02-01
Amlodipine,Cardiovascular,Pfizer,Europe,2022,3,5235,11.65,60987.75,Maturity,2022-03-01
Amlodipine,Cardiovascular,Pfizer,Europe,2022,4,4692,11.65,54661.8,Maturity,2022-04-01
Amlodipine,Cardiovascular,Pfizer,Europe,2022,5,5127,11.65,59729.55,Maturity,2022-05-01
Amlodipine,Cardiovascular,Pfizer,Europe,2022,6,5613,11.65,65391.45,Maturity,2022-06-01
Amlodipine,Cardiovascular,Pfizer,Europe,2022,7,5599,11.65,65228.35,Maturity,2022-07-01
Amlodipine,Cardiovascular,Pfizer,Europe,2022,8,4709,11.65,54859.85,Maturity,2022-08-01
Amlodipine,Cardiovascular,Pfizer,Europe,2022,9,4349,11.65,50665.85,Maturity,2022-09-01
Amlodipine,Cardiovascular,Pfizer,Europe,2022,10,4271,11.65,49757.15,Maturity,2022-10-01
Amlodipine,Cardiovascular,Pfizer,Europe,2022,11,4060,11.65,47299.0,Maturity,2022-11-01
Amlodipine,Cardiovascular,Pfizer,Europe,2022,12,4130,11.65,48114.5,Maturity,2022-12-01
Amlodipine,Cardiovascular,Pfizer,Europe,2023,1,4552,10.49,47750.48,Maturity,2023-01-01
Amlodipine,Cardiovascular,Pfizer,Europe,2023,2,4895,10.49,51348.55,Maturity,2023-02-01
Amlodipine,Cardiovascular,Pfizer,Europe,2023,3,5315,10.49,55754.35,Maturity,2023-03-01
Amlodipine,Cardiovascular,Pfizer,Europe,2023,4,5296,10.49,55555.04,Maturity,2023-04-01
Amlodipine,Cardiovascular,Pfizer,Europe,2023,5,5144,10.49,53960.56,Maturity,2023-05-01
Amlodipine,Cardiovascular,Pfizer,Europe,2023,6,5533,10.49,58041.17,Maturity,2023-06-01
Amlodipine,Cardiovascular,Pfizer,Europe,2023,7,5488,10.49,57569.12,Maturity,2023-07-01
Amlodipine,Cardiovascular,Pfizer,Europe,2023,8,5636,10.49,59121.64,Maturity,2023-08-01
Amlodipine,Cardiovascular,Pfizer,Europe,2023,9,4834,10.49,50708.66,Maturity,2023-09-01
Amlodipine,Cardiovascular,Pfizer,Europe,2023,10,4692,10.49,49219.08,Maturity,2023-10-01
Amlodipine,Cardiovascular,Pfizer,Europe,2023,11,4906,10.49,51463.94,Maturity,2023-11-01
Amlodipine,Cardiovascular,Pfizer,Europe,2023,12,4570,10.49,47939.3,Maturity,2023-12-01
Amlodipine,Cardiovascular,Pfizer,Europe,2024,1,4967,11.23,55779.41,Maturity,2024-01-01
Amlodipine,Cardiovascular,Pfizer,Europe,2024,2,5285,11.23,59350.55,Maturity,2024-02-01
Amlodipine,Cardiovascular,Pfizer,Europe,2024,3,5068,11.23,56913.64,Maturity,2024-03-01
Amlodipine,Cardiovascular,Pfizer,Europe,2024,4,5423,11.23,60900.29,Maturity,2024-04-01
Amlodipine,Cardiovascular,Pfizer,Europe,2024,5,5819,11.23,65347.37,Maturity,2024-05-01
Amlodipine,Cardiovascular,Pfizer,Europe,2024,6,6022,11.23,67627.06,Maturity,2024-06-01
Amlodipine,Cardiovascular,Pfizer,Europe,2024,7,5544,11.23,62259.12,Maturity,2024-07-01
Amlodipine,Cardiovascular,Pfizer,Europe,2024,8,5684,11.23,63831.32,Maturity,2024-08-01
Amlodipine,Cardiovascular,Pfizer,Europe,2024,9,5484,11.23,61585.32,Maturity,2024-09-01
Amlodipine,Cardiovascular,Pfizer,Europe,2024,10,5151,11.23,57845.73,Maturity,2024-10-01
Amlodipine,Cardiovascular,Pfizer,Europe,2024,11,4682,11.23,52578.86,Maturity,2024-11-01
Amlodipine,Cardiovascular,Pfizer,Europe,2024,12,4273,11.23,47985.79,Maturity,2024-12-01
Amlodipine,Cardiovascular,Pfizer,Latin America,2020,1,1115,11.0,12265.0,Maturity,2020-01-01
Amlodipine,Cardiovascular,Pfizer,Latin America,2020,2,1007,11.0,11077.0,Maturity,2020-02-01
Amlodipine,Cardiovascular,Pfizer,Latin America,2020,3,1140,11.0,12540.0,Maturity,2020-03-01
Amlodipine,Cardiovascular,Pfizer,Latin America,2020,4,1251,11.0,13761.0,Maturity,2020-04-01
Amlodipine,Cardiovascular,Pfizer,Latin America,2020,5,1166,11.0,12826.0,Maturity,2020-05-01
Amlodipine,Cardiovascular,Pfizer,Latin America,2020,6,1112,11.0,12232.0,Maturity,2020-06-01
Amlodipine,Cardiovascular,Pfizer,Latin America,2020,7,1271,11.0,13981.0,Maturity,2020-07-01
Amlodipine,Cardiovascular,Pfizer,Latin America,2020,8,1159,11.0,12749.0,Maturity,2020-08-01
Amlodipine,Cardiovascular,Pfizer,Latin America,2020,9,1133,11.0,12463.0,Maturity,2020-09-01
Amlodipine,Cardiovascular,Pfizer,Latin America,2020,10,1178,11.0,12958.0,Maturity,2020-10-01
Amlodipine,Cardiovascular,Pfizer,Latin America,2020,11,1063,11.0,11693.0,Maturity,2020-11-01
Amlodipine,Cardiovascular,Pfizer,Latin America,2020,12,1014,11.0,11154.0,Maturity,2020-12-01
Amlodipine,Cardiovascular,Pfizer,Latin America,2021,1,1079,10.91,11771.89,Maturity,2021-01-01
Amlodipine,Cardiovascular,Pfizer,Latin America,2021,2,1197,10.91,13059.27,Maturity,2021-02-01
Amlodipine,Cardiovascular,Pfizer,Latin America,2021,3,1167,10.91,12731.97,Maturity,2021-03-01
Amlodipine,Cardiovascular,Pfizer,Latin America,2021,4,1173,10.91,12797.43,Maturity,2021-04-01
Amlodipine,Cardiovascular,Pfizer,Latin America,2021,5,1217,10.91,13277.47,Maturity,2021-05-01
Amlodipine,Cardiovascular,Pfizer,Latin America,2021,6,1135,10.91,12382.85,Maturity,2021-06-01
Amlodipine,Cardiovascular,Pfizer,Latin America,2021,7,1346,10.91,14684.86,Maturity,2021-07-01
Amlodipine,Cardiovascular,Pfizer,Latin America,2021,8,1152,10.91,12568.32,Maturity,2021-08-01
Amlodipine,Cardiovascular,Pfizer,Latin America,2021,9,1080,10.91,11782.8,Maturity,2021-09-01
Amlodipine,Cardiovascular,Pfizer,Latin America,2021,10,1058,10.91,11542.78,Maturity,2021-10-01
Amlodipine,Cardiovascular,Pfizer,Latin America,2021,11,1171,10.91,12775.61,Maturity,2021-11-01
Amlodipine,Cardiovascular,Pfizer,Latin America,2021,12,973,10.91,10615.43,Maturity,2021-12-01
Amlodipine,Cardiovascular,Pfizer,Latin America,2022,1,1098,11.65,12791.7,Maturity,2022-01-01
Amlodipine,Cardiovascular,Pfizer,Latin America,2022,2,1249,11.65,14550.85,Maturity,2022-02-01
Amlodipine,Cardiovascular,Pfizer,Latin America,2022,3,1166,11.65,13583.9,Maturity,2022-03-01
Amlodipine,Cardiovascular,Pfizer,Latin America,2022,4,1310,11.65,15261.5,Maturity,2022-04-01
Amlodipine,Cardiovascular,Pfizer,Latin America,2022,5,1288,11.65,15005.2,Maturity,2022-05-01
Amlodipine,Cardiovascular,Pfizer,Latin America,2022,6,1208,11.65,14073.2,Maturity,2022-06-01
Amlodipine,Cardiovascular,Pfizer,Latin America,2022,7,1232,11.65,14352.8,Maturity,2022-07-01
Amlodipine,Cardiovascular,Pfizer,Latin America,2022,8,1281,11.65,14923.65,Maturity,2022-08-01
Amlodipine,Cardiovascular,Pfizer,Latin America,2022,9,1236,11.65,14399.4,Maturity,2022-09-01
Amlodipine,Cardiovascular,Pfizer,Latin America,2022,10,1132,11.65,13187.8,Maturity,2022-10-01
Amlodipine,Cardiovascular,Pfizer,Latin America,2022,11,1051,11.65,12244.15,Maturity,2022-11-01
Amlodipine,Cardiovascular,Pfizer,Latin America,2022,12,1148,11.65,13374.2,Maturity,2022-12-01
Amlodipine,Cardiovascular,Pfizer,Latin America,2023,1,1074,10.49,11266.26,Maturity,2023-01-01
Amlodipine,Cardiovascular,Pfizer,Latin America,2023,2,1118,10.49,11727.82,Maturity,2023-02-01
Amlodipine,Cardiovascular,Pfizer,Latin America,2023,3,1188,10.49,12462.12,Maturity,2023-03-01
Amlodipine,Cardiovascular,Pfizer,Latin America,2023,4,1297,10.49,13605.53,Maturity,2023-04-01
Amlodipine,Cardiovascular,Pfizer,Latin America,2023,5,1428,10.49,14979.72,Maturity,2023-05-01
Amlodipine,Cardiovascular,Pfizer,Latin America,2023,6,1409,10.49,14780.41,Maturity,2023-06-01
Amlodipine,Cardiovascular,Pfizer,Latin America,2023,7,1381,10.49,14486.69,Maturity,2023-07-01
Amlodipine,Cardiovascular,Pfizer,Latin America,2023,8,1206,10.49,12650.94,Maturity,2023-08-01
Amlodipine,Cardiovascular,Pfizer,Latin America,2023,9,1205,10.49,12640.45,Maturity,2023-09-01
Amlodipine,Cardiovascular,Pfizer,Latin America,2023,10,1185,10.49,12430.65,Maturity,2023-10-01
Amlodipine,Cardiovascular,Pfizer,Latin America,2023,11,1073,10.49,11255.77,Maturity,2023-11-01
Amlodipine,Cardiovascular,Pfizer,Latin America,2023,12,1089,10.49,11423.61,Maturity,2023-12-01
Amlodipine,Cardiovascular,Pfizer,Latin America,2024,1,1267,11.23,14228.41,Maturity,2024-01-01
Amlodipine,Cardiovascular,Pfizer,Latin America,2024,2,1311,11.23,14722.53,Maturity,2024-02-01
Amlodipine,Cardiovascular,Pfizer,Latin America,2024,3,1220,11.23,13700.6,Maturity,2024-03-01
Amlodipine,Cardiovascular,Pfizer,Latin America,2024,4,1292,11.23,14509.16,Maturity,2024-04-01
Amlodipine,Cardiovascular,Pfizer,Latin America,2024,5,1292,11.23,14509.16,Maturity,2024-05-01
Amlodipine,Cardiovascular,Pfizer,Latin America,2024,6,1398,11.23,15699.54,Maturity,2024-06-01
Amlodipine,Cardiovascular,Pfizer,Latin America,2024,7,1474,11.23,16553.02,Maturity,2024-07-01
Amlodipine,Cardiovascular,Pfizer,Latin America,2024,8,1277,11.23,14340.71,Maturity,2024-08-01
Amlodipine,Cardiovascular,Pfizer,Latin America,2024,9,1281,11.23,14385.63,Maturity,2024-09-01
Amlodipine,Cardiovascular,Pfizer,Latin America,2024,10,1167,11.23,13105.41,Maturity,2024-10-01
Amlodipine,Cardiovascular,Pfizer,Latin America,2024,11,1101,11.23,12364.23,Maturity,2024-11-01
Amlodipine,Cardiovascular,Pfizer,Latin America,2024,12,1095,11.23,12296.85,Maturity,2024-12-01
Amlodipine,Cardiovascular,Pfizer,Middle East & Africa,2020,1,724,11.0,7964.0,Maturity,2020-01-01
Amlodipine,Cardiovascular,Pfizer,Middle East & Africa,2020,2,754,11.0,8294.0,Maturity,2020-02-01
Amlodipine,Cardiovascular,Pfizer,Middle East & Africa,2020,3,738,11.0,8118.0,Maturity,2020-03-01
Amlodipine,Cardiovascular,Pfizer,Middle East & Africa,2020,4,880,11.0,9680.0,Maturity,2020-04-01
Amlodipine,Cardiovascular,Pfizer,Middle East & Africa,2020,5,912,11.0,10032.0,Maturity,2020-05-01
Amlodipine,Cardiovascular,Pfizer,Middle East & Africa,2020,6,826,11.0,9086.0,Maturity,2020-06-01
Amlodipine,Cardiovascular,Pfizer,Middle East & Africa,2020,7,821,11.0,9031.0,Maturity,2020-07-01
Amlodipine,Cardiovascular,Pfizer,Middle East & Africa,2020,8,893,11.0,9823.0,Maturity,2020-08-01
Amlodipine,Cardiovascular,Pfizer,Middle East & Africa,2020,9,723,11.0,7953.0,Maturity,2020-09-01
Amlodipine,Cardiovascular,Pfizer,Middle East & Africa,2020,10,770,11.0,8470.0,Maturity,2020-10-01
Amlodipine,Cardiovascular,Pfizer,Middle East & Africa,2020,11,738,11.0,8118.0,Maturity,2020-11-01
Amlodipine,Cardiovascular,Pfizer,Middle East & Africa,2020,12,763,11.0,8393.0,Maturity,2020-12-01
Amlodipine,Cardiovascular,Pfizer,Middle East & Africa,2021,1,821,10.91,8957.11,Maturity,2021-01-01
Amlodipine,Cardiovascular,Pfizer,Middle East & Africa,2021,2,822,10.91,8968.02,Maturity,2021-02-01
Amlodipine,Cardiovascular,Pfizer,Middle East & Africa,2021,3,876,10.91,9557.16,Maturity,2021-03-01
Amlodipine,Cardiovascular,Pfizer,Middle East & Africa,2021,4,936,10.91,10211.76,Maturity,2021-04-01
Amlodipine,Cardiovascular,Pfizer,Middle East & Africa,2021,5,939,10.91,10244.49,Maturity,2021-05-01
Amlodipine,Cardiovascular,Pfizer,Middle East & Africa,2021,6,967,10.91,10549.97,Maturity,2021-06-01
Amlodipine,Cardiovascular,Pfizer,Middle East & Africa,2021,7,813,10.91,8869.83,Maturity,2021-07-01
Amlodipine,Cardiovascular,Pfizer,Middle East & Africa,2021,8,906,10.91,9884.46,Maturity,2021-08-01
Amlodipine,Cardiovascular,Pfizer,Middle East & Africa,2021,9,830,10.91,9055.3,Maturity,2021-09-01
Amlodipine,Cardiovascular,Pfizer,Middle East & Africa,2021,10,796,10.91,8684.36,Maturity,2021-10-01
Amlodipine,Cardiovascular,Pfizer,Middle East & Africa,2021,11,826,10.91,9011.66,Maturity,2021-11-01
Amlodipine,Cardiovascular,Pfizer,Middle East & Africa,2021,12,828,10.91,9033.48,Maturity,2021-12-01
Amlodipine,Cardiovascular,Pfizer,Middle East & Africa,2022,1,741,11.65,8632.65,Maturity,2022-01-01
Amlodipine,Cardiovascular,Pfizer,Middle East & Africa,2022,2,891,11.65,10380.15,Maturity,2022-02-01
Amlodipine,Cardiovascular,Pfizer,Middle East & Africa,2022,3,800,11.65,9320.0,Maturity,2022-03-01
Amlodipine,Cardiovascular,Pfizer,Middle East & Africa,2022,4,818,11.65,9529.7,Maturity,2022-04-01
Amlodipine,Cardiovascular,Pfizer,Middle East & Africa,2022,5,912,11.65,10624.8,Maturity,2022-05-01
Amlodipine,Cardiovascular,Pfizer,Middle East & Africa,2022,6,925,11.65,10776.25,Maturity,2022-06-01
Amlodipine,Cardiovascular,Pfizer,Middle East & Africa,2022,7,914,11.65,10648.1,Maturity,2022-07-01
Amlodipine,Cardiovascular,Pfizer,Middle East & Africa,2022,8,876,11.65,10205.4,Maturity,2022-08-01
Amlodipine,Cardiovascular,Pfizer,Middle East & Africa,2022,9,938,11.65,10927.7,Maturity,2022-09-01
Amlodipine,Cardiovascular,Pfizer,Middle East & Africa,2022,10,817,11.65,9518.05,Maturity,2022-10-01
Amlodipine,Cardiovascular,Pfizer,Middle East & Africa,2022,11,791,11.65,9215.15,Maturity,2022-11-01
Amlodipine,Cardiovascular,Pfizer,Middle East & Africa,2022,12,773,11.65,9005.45,Maturity,2022-12-01
Amlodipine,Cardiovascular,Pfizer,Middle East & Africa,2023,1,793,10.49,8318.57,Maturity,2023-01-01
Amlodipine,Cardiovascular,Pfizer,Middle East & Africa,2023,2,787,10.49,8255.63,Maturity,2023-02-01
Amlodipine,Cardiovascular,Pfizer,Middle East & Africa,2023,3,894,10.49,9378.06,Maturity,2023-03-01
Amlodipine,Cardiovascular,Pfizer,Middle East & Africa,2023,4,959,10.49,10059.91,Maturity,2023-04-01
Amlodipine,Cardiovascular,Pfizer,Middle East & Africa,2023,5,865,10.49,9073.85,Maturity,2023-05-01
Amlodipine,Cardiovascular,Pfizer,Middle East & Africa,2023,6,953,10.49,9996.97,Maturity,2023-06-01
Amlodipine,Cardiovascular,Pfizer,Middle East & Africa,2023,7,1000,10.49,10490.0,Maturity,2023-07-01
Amlodipine,Cardiovascular,Pfizer,Middle East & Africa,2023,8,967,10.49,10143.83,Maturity,2023-08-01
Amlodipine,Cardiovascular,Pfizer,Middle East & Africa,2023,9,941,10.49,9871.09,Maturity,2023-09-01
Amlodipine,Cardiovascular,Pfizer,Middle East & Africa,2023,10,841,10.49,8822.09,Maturity,2023-10-01
Amlodipine,Cardiovascular,Pfizer,Middle East & Africa,2023,11,877,10.49,9199.73,Maturity,2023-11-01
Amlodipine,Cardiovascular,Pfizer,Middle East & Africa,2023,12,772,10.49,8098.28,Maturity,2023-12-01
Amlodipine,Cardiovascular,Pfizer,Middle East & Africa,2024,1,768,11.23,8624.64,Maturity,2024-01-01
Amlodipine,Cardiovascular,Pfizer,Middle East & Africa,2024,2,947,11.23,10634.81,Maturity,2024-02-01
Amlodipine,Cardiovascular,Pfizer,Middle East & Africa,2024,3,887,11.23,9961.01,Maturity,2024-03-01
Amlodipine,Cardiovascular,Pfizer,Middle East & Africa,2024,4,1004,11.23,11274.92,Maturity,2024-04-01
Amlodipine,Cardiovascular,Pfizer,Middle East & Africa,2024,5,1003,11.23,11263.69,Maturity,2024-05-01
Amlodipine,Cardiovascular,Pfizer,Middle East & Africa,2024,6,917,11.23,10297.91,Maturity,2024-06-01
Amlodipine,Cardiovascular,Pfizer,Middle East & Africa,2024,7,905,11.23,10163.15,Maturity,2024-07-01
Amlodipine,Cardiovascular,Pfizer,Middle East & Africa,2024,8,1000,11.23,11230.0,Maturity,2024-08-01
Amlodipine,Cardiovascular,Pfizer,Middle East & Africa,2024,9,862,11.23,9680.26,Maturity,2024-09-01
Amlodipine,Cardiovascular,Pfizer,Middle East & Africa,2024,10,940,11.23,10556.2,Maturity,2024-10-01
Amlodipine,Cardiovascular,Pfizer,Middle East & Africa,2024,11,781,11.23,8770.63,Maturity,2024-11-01
Amlodipine,Cardiovascular,Pfizer,Middle East & Africa,2024,12,862,11.23,9680.26,Maturity,2024-12-01
Amlodipine,Cardiovascular,Pfizer,North America,2020,1,6111,11.0,67221.0,Maturity,2020-01-01
Amlodipine,Cardiovascular,Pfizer,North America,2020,2,6078,11.0,66858.0,Maturity,2020-02-01
Amlodipine,Cardiovascular,Pfizer,North America,2020,3,6799,11.0,74789.0,Maturity,2020-03-01
Amlodipine,Cardiovascular,Pfizer,North America,2020,4,7340,11.0,80740.0,Maturity,2020-04-01
Amlodipine,Cardiovascular,Pfizer,North America,2020,5,6831,11.0,75141.0,Maturity,2020-05-01
Amlodipine,Cardiovascular,Pfizer,North America,2020,6,7726,11.0,84986.0,Maturity,2020-06-01
Amlodipine,Cardiovascular,Pfizer,North America,2020,7,7794,11.0,85734.0,Maturity,2020-07-01
